ItemID,ItemNo,Status,ReasonCode,status_code_id,status_date,FromLocationCode,FromLocationName,ToLocationCode,ToLocationName,CustAccNum
277,RNAMZ00079077,AS,,,2/1/2025 12:28,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
278,RNAMZ00079078,AS,,,2/1/2025 12:28,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
279,RNAMZ00079190,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
280,RNAMZ00079191,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
281,RNAMZ00079242,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
282,RNAMZ00079836,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
283,RNAMZ00079838,AS,,,2/1/2025 12:28,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
284,RNAMZ00080179,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
285,RNAMZ00080734,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
286,RNAMZ00080805,AS,,,2/1/2025 12:10,DBGMD,Ghim Moh Delivery Base,DBGMD,Ghim Moh Delivery Base,
287,RNAMZ00080880,AS,,,2/1/2025 12:10,DBGMD,Ghim Moh Delivery Base,DBGMD,Ghim Moh Delivery Base,
288,RNAMZ00080888,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
289,RNESW00200666,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
290,RNESW00200668,AS,,,2/1/2025 12:12,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
291,RNESW00200672,AS,,,2/1/2025 11:54,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
292,RNESW00200686,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
293,RNESW00200696,AS,,,2/1/2025 12:28,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
294,RNESW00200699,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
295,RNEZY00579750,AS,,,2/1/2025 12:28,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
296,RNEZY00580291,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
297,RNLZD10361648,AS,,,2/1/2025 12:44,DBGMD,Ghim Moh Delivery Base,DBGMD,Ghim Moh Delivery Base,
298,RNLZD10362347,AS,,,2/1/2025 12:04,DBGMD,Ghim Moh Delivery Base,DBGMD,Ghim Moh Delivery Base,
299,RNLZD10363030,UA,,,2/1/2025 11:10,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
300,RNLZD10363030,AS,,,2/1/2025 12:43,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
301,RNLZD10364084,AS,,,2/1/2025 11:54,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
302,RNLZD10364381,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
303,RNLZD10364485,AS,,,2/1/2025 12:44,DBGMD,Ghim Moh Delivery Base,DBGMD,Ghim Moh Delivery Base,
304,RNLZD10364603,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
305,RNSHP0000134,AS,,,2/1/2025 12:28,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
306,RNSHS00631451,UA,,,2/1/2025 10:38,DBRBS,Robinson Delivery Base,DBRBS,Robinson Delivery Base,
307,RNSHS00631451,DB,43,,2/1/2025 12:11,DBRBS,Robinson Delivery Base,DBRBS,Robinson Delivery Base,
308,RNSHS00631451,HI,,,2/1/2025 12:11,DBRBS,Robinson Delivery Base,DBRBS,Robinson Delivery Base,
309,RNSHS00631900,UA,,,2/1/2025 11:10,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
310,RNSHS00631900,AS,,,2/1/2025 12:43,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
311,RNSHS00632019,UA,,,2/1/2025 11:10,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
312,RNSHS00632019,AS,,,2/1/2025 12:43,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
313,RNSHS00632478,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
314,RNSHS00632744,UA,,,2/1/2025 11:10,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
315,RNSHS00632744,AS,,,2/1/2025 12:43,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
316,RNSHS00633059,UA,,,2/1/2025 10:39,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
317,RNSHS00633059,FD,98,,2/1/2025 12:01,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
318,RNSHS00633149,UA,,,2/1/2025 10:38,DBRBS,Robinson Delivery Base,DBRBS,Robinson Delivery Base,
319,RNSHS00633149,DB,43,,2/1/2025 12:11,DBRBS,Robinson Delivery Base,DBRBS,Robinson Delivery Base,
320,RNSHS00633149,HI,,,2/1/2025 12:11,DBRBS,Robinson Delivery Base,DBRBS,Robinson Delivery Base,
321,RNSHS00633169,UA,,,2/1/2025 11:10,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
322,RNSHS00633169,AS,,,2/1/2025 12:43,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
323,RNSHS00633553,AS,,,2/1/2025 12:28,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
324,RNSHS00633565,AS,,,2/1/2025 12:12,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
325,RNSHS00633581,UA,,,2/1/2025 11:10,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
326,RNSHS00633581,AS,,,2/1/2025 12:43,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
327,RNSHS00633587,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
328,RNSHS00633588,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
329,RNSHS00633666,AS,,,2/1/2025 12:10,DBGMD,Ghim Moh Delivery Base,DBGMD,Ghim Moh Delivery Base,
330,RNSHS00633861,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
331,RNSHS00633938,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
332,RNSHS00633959,AS,,,2/1/2025 12:10,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
333,RNSHS00633973,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
334,RNSHS00633974,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
335,RNSHS00634019,UA,,,2/1/2025 11:10,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
336,RNSHS00634019,AS,,,2/1/2025 12:43,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
337,RNSHS00634077,AS,,,2/1/2025 12:22,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
338,RNSHS00634079,AS,,,2/1/2025 12:10,DBGMD,Ghim Moh Delivery Base,DBGMD,Ghim Moh Delivery Base,
339,RNSHS00634140,AS,,,2/1/2025 12:28,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
340,RNSHS00634187,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
341,RNSHS00634191,UA,,,2/1/2025 11:10,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
342,RNSHS00634191,AS,,,2/1/2025 12:43,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
343,RNSHS00634217,AS,,,2/1/2025 12:28,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
344,RNSHS00634230,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
345,RNSHS00634245,AS,,,2/1/2025 12:28,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
346,RNSHS00634247,AS,,,2/1/2025 12:28,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
347,RNSHS00634265,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
348,RNSHS00634290,AS,,,2/1/2025 12:28,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
349,RNSHS00634304,UA,,,2/1/2025 11:10,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
350,RNSHS00634304,AS,,,2/1/2025 12:43,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
351,RNSHS00634311,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
352,RNSHS00634312,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
353,RNSHS00634320,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
354,RNSHS00634328,AS,,,2/1/2025 12:28,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
355,RNSHS00634382,UA,,,2/1/2025 11:10,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
356,RNSHS00634382,AS,,,2/1/2025 12:43,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
357,RNSHS00634387,AS,,,2/1/2025 12:28,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
358,RNSHS00634397,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
359,RNSHS00634401,AS,,,2/1/2025 12:28,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
360,RNSHS00634410,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
361,RNSHS00634412,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
362,RNSHS00634429,AS,,,2/1/2025 12:00,DBWDD,Woodlands Delivery Base,DBWDD,Woodlands Delivery Base,
363,RNSHS00634456,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
364,RNSHS00634458,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
365,RNSHS00634460,AS,,,2/1/2025 12:00,DBWDD,Woodlands Delivery Base,DBWDD,Woodlands Delivery Base,
366,RNSHS00634473,AS,,,2/1/2025 12:00,DBWDD,Woodlands Delivery Base,DBWDD,Woodlands Delivery Base,
367,RNSHS00634486,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
368,RNSHS00634487,AS,,,2/1/2025 12:10,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
369,RNSHS00634580,AS,,,2/1/2025 12:10,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
370,RNSHS00634597,AS,,,2/1/2025 12:04,DBGMD,Ghim Moh Delivery Base,DBGMD,Ghim Moh Delivery Base,
371,RNTT000022571,UA,,,2/1/2025 10:38,DBRBS,Robinson Delivery Base,DBRBS,Robinson Delivery Base,
372,RNTT000022571,DB,43,,2/1/2025 12:11,DBRBS,Robinson Delivery Base,DBRBS,Robinson Delivery Base,
373,RNTT000022571,HI,,,2/1/2025 12:11,DBRBS,Robinson Delivery Base,DBRBS,Robinson Delivery Base,
374,RNTT000022658,UA,,,2/1/2025 11:10,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
375,RNTT000022658,AS,,,2/1/2025 12:43,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
376,RNTT000023043,AS,,,2/1/2025 12:04,DBGMD,Ghim Moh Delivery Base,DBGMD,Ghim Moh Delivery Base,
377,RNTT000023150,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
378,RNTT000023208,UA,,,2/1/2025 11:10,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
379,RNTT000023208,AS,,,2/1/2025 12:43,DBJRD,Jurong Town Delivery Base,DBJRD,Jurong Town Delivery Base,
380,RNTT000023421,AS,,,2/1/2025 12:12,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
381,RNTT000023554,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
382,RNZAL11167431,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
383,RNZAL11171331,AS,,,2/1/2025 12:13,DBTED,Telok Blangah Delivery Base,DBTED,Telok Blangah Delivery Base,
384,RNZAL11173904,AS,,,2/1/2025 12:28,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
385,RNZAL11173979,AS,,,2/1/2025 12:10,DBGMD,Ghim Moh Delivery Base,DBGMD,Ghim Moh Delivery Base,
386,RNZAL11173999,AS,,,2/1/2025 12:59,DBBLD,Boon Lay Delivery Base,DBBLD,Boon Lay Delivery Base,
387,RNZAL11176199,AS,,,2/1/2025 12:28,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
388,RNZAL11176265,AS,,,2/1/2025 12:12,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
389,RNZAL11176890,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
390,RNZAL11177730,AS,,,2/1/2025 12:10,DBGMD,Ghim Moh Delivery Base,DBGMD,Ghim Moh Delivery Base,
391,RNZAL11178312,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
392,RNZAL11178489,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
393,RNZAL11178511,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
394,RNZAL11178708,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
395,RNZAL11179047,AS,,,2/1/2025 12:10,DBGMD,Ghim Moh Delivery Base,DBGMD,Ghim Moh Delivery Base,
396,RNZAL11179210,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
397,RNZAL11179268,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
398,RNZAL11179276,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
399,RNZAL11179301,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
400,RNZAL11179452,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
401,RNZAL11179559,AS,,,2/1/2025 12:10,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
402,RNZAL11179635,AS,,,2/1/2025 12:44,DBGMD,Ghim Moh Delivery Base,DBGMD,Ghim Moh Delivery Base,
403,RNZAL11179720,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
404,RNZAL11179775,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
405,RNZAL11179831,AS,,,2/1/2025 12:28,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
406,RNZAL11179832,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
407,RNZAL11179979,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
408,RNZAL11179981,AS,,,2/1/2025 12:44,DBGMD,Ghim Moh Delivery Base,DBGMD,Ghim Moh Delivery Base,
409,RNZAL11179984,AS,,,2/1/2025 12:05,DBCMD,Clementi Delivery Base,DBCMD,Clementi Delivery Base,
410,RNZAL11180013,AS,,,2/1/2025 12:28,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
411,RNZAL11180032,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
412,RNZAL11180100,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
413,RNZAL11180118,AS,,,2/1/2025 12:41,DBSWD,Sembawang Delivery Base,DBSWD,Sembawang Delivery Base,
414,RNZAL11180188,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
415,RNZAL11180213,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
416,RNZAL11180223,AS,,,2/1/2025 12:56,DBBPD,Bukit Panjang Delivery Base,DBBPD,Bukit Panjang Delivery Base,
417,RP307208003US,RP,,,2/1/2025 9:08,POKLR,Killiney Road,POKLR,Killiney Road,
418,RR314646971SG,RP,,,2/1/2025 10:20,POGYL,Geylang,POGYL,Geylang,
419,RR373447906AU,RP,,,2/1/2025 13:11,POTPC,Toa Payoh Central,POTPC,Toa Payoh Central,
420,RR500344821DE,RP,,,2/1/2025 12:47,POTWR,Towner,POTWR,Towner,
421,RR503817874DE,RP,,,2/1/2025 11:18,POTNC,Tampines Central,POTNC,Tampines Central,
422,RR514346337DE,RP,,,2/1/2025 10:20,POGYL,Geylang,POGYL,Geylang,
423,RR514346337DE,PD,,,2/1/2025 11:08,PO048,POPStop Geylang,PO048,POPStop Geylang,
424,RR700756394SG,RP,,,2/1/2025 11:00,POHGC,Hougang Central,POHGC,Hougang Central,
425,RR700756403SG,RP,,,2/1/2025 10:00,POWDL,Woodlands Central,POWDL,Woodlands Central,
426,RR700756519SG,RP,,,2/1/2025 10:58,POCCK,Choa Chu Kang Central,POCCK,Choa Chu Kang Central,
427,RR700756536SG,RP,,,2/1/2025 10:00,POWDL,Woodlands Central,POWDL,Woodlands Central,
428,RR700756553SG,RP,,,2/1/2025 10:58,POCCK,Choa Chu Kang Central,POCCK,Choa Chu Kang Central,
429,RR700756615SG,RP,,,2/1/2025 10:20,POBDC,Bedok Central,POBDC,Bedok Central,
430,RR710189398SG,RP,,,2/1/2025 10:02,POWDL,Woodlands Central,POWDL,Woodlands Central,
431,RR747010061SG,RP,,,2/1/2025 10:02,POWDL,Woodlands Central,POWDL,Woodlands Central,
432,RR747010075SG,RP,,,2/1/2025 12:11,POBBC,Bukit Batok Central,POBBC,Bukit Batok Central,
433,RR747010132SG,RP,,,2/1/2025 11:33,POPGL,Punggol,POPGL,Punggol,
434,RR747010163SG,RP,,,2/1/2025 9:22,POMPR,MacPherson Road,POMPR,MacPherson Road,
435,RR770277744SG,PD,,,2/1/2025 13:25,PO003,POPStop Sengkang Central,PO003,POPStop Sengkang Central,
436,RR770278268SG,RP,,,2/1/2025 11:23,POTNC,Tampines Central,POTNC,Tampines Central,
437,RR770278271SG,RP,,,2/1/2025 11:00,POHGC,Hougang Central,POHGC,Hougang Central,
438,RR770278285SG,RP,,,2/1/2025 11:05,POJRP,Jurong Point,POJRP,Jurong Point,
439,RR770278308SG,RP,,,2/1/2025 11:15,POPGL,Punggol,POPGL,Punggol,
440,RR770278342SG,RP,,,2/1/2025 10:40,POKLR,Killiney Road,POKLR,Killiney Road,
441,RR770278356SG,RP,,,2/1/2025 9:39,POSRC,Serangoon Central,POSRC,Serangoon Central,
442,RR770278360SG,RP,,,2/1/2025 9:02,POKLR,Killiney Road,POKLR,Killiney Road,
443,RR770278387SG,RP,,,2/1/2025 10:02,POWDL,Woodlands Central,POWDL,Woodlands Central,
444,RR770278395SG,RP,,,2/1/2025 10:51,POAKC,Ang Mo Kio Central,POAKC,Ang Mo Kio Central,
445,RR770278413SG,RP,,,2/1/2025 9:08,POKLR,Killiney Road,POKLR,Killiney Road,
446,RR770278427SG,RP,,,2/1/2025 11:04,POSKC,Sengkang Central,POSKC,Sengkang Central,
447,RR770278435SG,RP,,,2/1/2025 13:11,POTPC,Toa Payoh Central,POTPC,Toa Payoh Central,
448,RR770278515SG,RP,,,2/1/2025 9:22,POMPR,MacPherson Road,POMPR,MacPherson Road,
449,RR770278532SG,RP,,,2/1/2025 11:05,POJRP,Jurong Point,POJRP,Jurong Point,
450,RR770278550SG,RP,,,2/1/2025 10:51,POAKC,Ang Mo Kio Central,POAKC,Ang Mo Kio Central,
451,RR770278585SG,RP,,,2/1/2025 12:47,POTWR,Towner,POTWR,Towner,
452,RR770278594SG,RP,,,2/1/2025 9:10,POBRB,Bras Basah,POBRB,Bras Basah,
453,RR770278648SG,RP,,,2/1/2025 11:05,POJRP,Jurong Point,POJRP,Jurong Point,
454,RR770278651SG,RP,,,2/1/2025 10:58,POCCK,Choa Chu Kang Central,POCCK,Choa Chu Kang Central,
455,RR770278665SG,RP,,,2/1/2025 11:02,POSKC,Sengkang Central,POSKC,Sengkang Central,
456,RR770278682SG,RP,,,2/1/2025 9:08,POKLR,Killiney Road,POKLR,Killiney Road,
457,RR770278696SG,PL,,,2/1/2025 10:04,PO041,POPStop Bishan,PO041,POPStop Bishan,
458,RR770278696SG,RP,,,2/1/2025 10:06,POBSH,Bishan,POBSH,Bishan,
459,RR770278719SG,RP,,,2/1/2025 9:22,POMPR,MacPherson Road,POMPR,MacPherson Road,
460,RR770278722SG,RP,,,2/1/2025 11:33,POPGL,Punggol,POPGL,Punggol,
461,RR770278740SG,RP,,,2/1/2025 9:22,POMPR,MacPherson Road,POMPR,MacPherson Road,
462,RR770278753SG,RP,,,2/1/2025 10:50,POAKC,Ang Mo Kio Central,POAKC,Ang Mo Kio Central,
463,RR770278767SG,RP,,,2/1/2025 9:06,POTBR,Tiong Bahru,POTBR,Tiong Bahru,
464,RR770278798SG,RP,,,2/1/2025 11:05,POJRP,Jurong Point,POJRP,Jurong Point,
465,RR770278815SG,RP,,,2/1/2025 12:11,POBBC,Bukit Batok Central,POBBC,Bukit Batok Central,
466,RR770278838SG,RP,,,2/1/2025 11:21,POTGP,Tanjong Pagar,POTGP,Tanjong Pagar,
467,RR770278841SG,RP,,,2/1/2025 12:47,POTWR,Towner,POTWR,Towner,
468,RR770278855SG,RP,,,2/1/2025 11:05,POJRP,Jurong Point,POJRP,Jurong Point,
469,RR770278886SG,RP,,,2/1/2025 10:51,POCSQ,City Square ,POCSQ,City Square ,
470,RR770278926SG,RP,,,2/1/2025 10:47,POBPJ,Bukit Panjang,POBPJ,Bukit Panjang,
471,RR770278930SG,RP,,,2/1/2025 9:23,POCMW,Clementi West,POCMW,Clementi West,
472,RR770278943SG,RP,,,2/1/2025 11:05,POJRP,Jurong Point,POJRP,Jurong Point,
473,RR770278988SG,RP,,,2/1/2025 11:05,POJRP,Jurong Point,POJRP,Jurong Point,
474,RR770278988SG,PD,,,2/1/2025 19:08,PO024,POPStop Jurong Point,PO024,POPStop Jurong Point,
475,RR770279011SG,RP,,,2/1/2025 9:10,POKLR,Killiney Road,POKLR,Killiney Road,
476,RR770279025SG,RP,,,2/1/2025 11:04,POSKC,Sengkang Central,POSKC,Sengkang Central,
477,RR770279144SG,RP,,,2/1/2025 10:02,POWDL,Woodlands Central,POWDL,Woodlands Central,
478,RR770279192SG,RP,,,2/1/2025 12:47,POTWR,Towner,POTWR,Towner,
479,RR770279232SG,RP,,,2/1/2025 9:31,POBMC,Bukit Merah Central,POBMC,Bukit Merah Central,
480,RR770279334SG,RP,,,2/1/2025 11:23,POTNC,Tampines Central,POTNC,Tampines Central,
481,RR770279379SG,RP,,,2/1/2025 10:02,POWDL,Woodlands Central,POWDL,Woodlands Central,
482,RR770279405SG,RP,,,2/1/2025 10:20,POGYL,Geylang,POGYL,Geylang,
483,RR770279498SG,RP,,,2/1/2025 10:02,POWDL,Woodlands Central,POWDL,Woodlands Central,
484,RR770279507SG,RP,,,2/1/2025 10:51,POCSQ,City Square ,POCSQ,City Square ,
485,RR770279612SG,RP,,,2/1/2025 10:20,POBDC,Bedok Central,POBDC,Bedok Central,
486,RR770279630SG,RP,,,2/1/2025 10:00,POWDL,Woodlands Central,POWDL,Woodlands Central,
487,RR770279688SG,RP,,,2/1/2025 12:11,POBBC,Bukit Batok Central,POBBC,Bukit Batok Central,
488,RR770279714SG,RP,,,2/1/2025 10:00,POWDL,Woodlands Central,POWDL,Woodlands Central,
489,RR770279776SG,RP,,,2/1/2025 10:35,POKLR,Killiney Road,POKLR,Killiney Road,
490,RR770279820SG,RP,,,2/1/2025 11:05,POJRP,Jurong Point,POJRP,Jurong Point,
491,RR770279820SG,PD,,,2/1/2025 19:08,PO024,POPStop Jurong Point,PO024,POPStop Jurong Point,
